OA,Mixed,Asian,Black,Other,White
E00000579,0.07,0.1,0.04,0.06,0.73
E00000580,0.02,0.18,0.03,0.05,0.73
E00000581,0.03,0.15,0.03,0.05,0.74
E00000582,0.05,0.25,0.02,0.03,0.64
E00000583,0.06,0.15,0.07,0.03,0.69
E00000584,0.04,0.1,0.02,0.03,0.83
E00000585,0.04,0.17,0.04,0.08,0.67
E00000586,0.02,0.08,0.02,0.03,0.84
E00000587,0.08,0.12,0.04,0.05,0.71
E00000588,0.05,0.23,0.02,0.05,0.64
E00000589,0.03,0.09,0.05,0.04,0.77
E00000590,0.1,0.19,0.04,0.03,0.65
E00000591,0.05,0.17,0.0,0.09,0.68
E00000592,0.08,0.13,0.05,0.04,0.7
E00000593,0.03,0.21,0.02,0.04,0.7
E00000594,0.05,0.13,0.04,0.01,0.77
E00000595,0.1,0.08,0.13,0.05,0.63
E00000596,0.05,0.23,0.07,0.04,0.6
E00000597,0.01,0.3,0.04,0.04,0.62
E00000598,0.06,0.25,0.05,0.05,0.59
E00000599,0.08,0.12,0.12,0.04,0.64
E00000600,0.05,0.14,0.02,0.04,0.75
E00000601,0.04,0.21,0.07,0.03,0.65
E00000602,0.09,0.13,0.07,0.05,0.67
E00000603,0.05,0.17,0.07,0.02,0.7
E00000604,0.06,0.13,0.03,0.03,0.74
E00000605,0.05,0.3,0.04,0.03,0.59
E00000606,0.04,0.18,0.13,0.08,0.57
E00000607,0.09,0.19,0.12,0.04,0.56
E00000608,0.04,0.2,0.05,0.02,0.68
E00000609,0.05,0.25,0.12,0.06,0.52
E00000610,0.02,0.25,0.01,0.05,0.67
E00000611,0.03,0.18,0.03,0.06,0.7
E00000612,0.03,0.16,0.04,0.02,0.74
E00000613,0.02,0.18,0.05,0.06,0.71
E00000614,0.02,0.16,0.04,0.04,0.73
E00000615,0.06,0.07,0.01,0.01,0.85
E00000616,0.08,0.22,0.02,0.05,0.64
E00000617,0.05,0.1,0.01,0.07,0.76
E00000618,0.03,0.09,0.03,0.02,0.83
E00000619,0.08,0.24,0.03,0.05,0.61
E00000620,0.07,0.1,0.04,0.02,0.77
E00000622,0.05,0.21,0.19,0.05,0.5
E00000623,0.04,0.37,0.07,0.07,0.45
E00000624,0.05,0.37,0.12,0.04,0.41
E00000625,0.05,0.3,0.08,0.04,0.54
E00000626,0.05,0.29,0.14,0.04,0.5
E00000627,0.07,0.35,0.2,0.08,0.3
E00000628,0.04,0.3,0.13,0.04,0.5
E00000629,0.02,0.35,0.06,0.08,0.49
E00000630,0.05,0.33,0.14,0.03,0.45
E00000631,0.07,0.23,0.13,0.01,0.56
E00000632,0.04,0.16,0.2,0.05,0.56
E00000633,0.1,0.2,0.11,0.06,0.54
E00000634,0.04,0.26,0.14,0.08,0.48
E00000635,0.02,0.33,0.1,0.02,0.53
E00000636,0.04,0.26,0.18,0.01,0.5
E00000637,0.06,0.18,0.21,0.03,0.51
E00000638,0.04,0.16,0.26,0.04,0.49
E00000640,0.05,0.15,0.23,0.03,0.55
E00000641,0.05,0.25,0.11,0.03,0.57
E00000642,0.05,0.22,0.12,0.05,0.56
E00000643,0.02,0.32,0.19,0.03,0.45
E00000644,0.04,0.17,0.23,0.03,0.53
E00000645,0.05,0.27,0.17,0.05,0.46
E00000646,0.04,0.23,0.15,0.06,0.52
E00000647,0.06,0.21,0.16,0.04,0.53
E00000648,0.06,0.26,0.12,0.02,0.53
E00000649,0.09,0.24,0.15,0.06,0.46
E00000650,0.07,0.23,0.13,0.04,0.53
E00000651,0.02,0.24,0.36,0.06,0.32
E00000652,0.1,0.24,0.31,0.05,0.31
E00000653,0.05,0.29,0.18,0.04,0.44
E00000654,0.05,0.22,0.19,0.01,0.53
E00000655,0.07,0.21,0.18,0.02,0.52
E00000656,0.08,0.15,0.17,0.06,0.54
E00000657,0.11,0.18,0.29,0.08,0.34
E00000658,0.04,0.3,0.13,0.06,0.47
E00000659,0.04,0.23,0.07,0.02,0.64
E00000660,0.09,0.23,0.16,0.03,0.49
E00000661,0.04,0.37,0.19,0.05,0.35
E00000662,0.04,0.16,0.15,0.05,0.6
E00000663,0.07,0.2,0.19,0.03,0.52
E00000664,0.04,0.23,0.19,0.11,0.43
E00000665,0.06,0.17,0.28,0.04,0.45
E00000666,0.08,0.33,0.12,0.05,0.42
E00000667,0.06,0.21,0.17,0.03,0.52
E00000668,0.04,0.14,0.23,0.07,0.52
E00000669,0.06,0.19,0.04,0.11,0.6
E00000670,0.0,0.15,0.03,0.12,0.69
E00000671,0.07,0.1,0.04,0.04,0.75
E00000672,0.06,0.11,0.07,0.05,0.71
E00000674,0.03,0.09,0.02,0.11,0.74
E00000675,0.04,0.17,0.1,0.09,0.61
E00000676,0.08,0.12,0.06,0.05,0.69
E00000677,0.05,0.17,0.08,0.12,0.58
E00000678,0.12,0.1,0.12,0.05,0.61
E00000679,0.02,0.15,0.1,0.06,0.66
E00000680,0.05,0.14,0.19,0.09,0.52
E00000681,0.07,0.15,0.13,0.09,0.55
E00000682,0.05,0.11,0.08,0.1,0.66
E00000683,0.05,0.16,0.14,0.1,0.56
E00000684,0.08,0.2,0.14,0.08,0.49
E00000685,0.04,0.2,0.22,0.09,0.44
E00000686,0.06,0.3,0.12,0.12,0.41
E00000687,0.02,0.26,0.04,0.06,0.63
E00000688,0.02,0.23,0.03,0.09,0.63
E00000689,0.0,0.09,0.03,0.08,0.79
E00000690,0.0,0.19,0.02,0.05,0.73
E00000691,0.05,0.31,0.02,0.07,0.55
E00000692,0.04,0.13,0.05,0.11,0.67
E00000693,0.05,0.28,0.04,0.09,0.55
E00000694,0.07,0.2,0.03,0.07,0.63
E00000695,0.06,0.24,0.07,0.08,0.55
E00000696,0.09,0.23,0.06,0.07,0.55
E00000697,0.06,0.16,0.03,0.08,0.67
E00000698,0.05,0.28,0.07,0.09,0.51
E00000699,0.03,0.19,0.06,0.1,0.62
E00000700,0.03,0.11,0.01,0.03,0.82
E00000701,0.08,0.15,0.06,0.06,0.65
E00000702,0.08,0.22,0.03,0.11,0.57
E00000703,0.06,0.13,0.02,0.06,0.73
E00000704,0.04,0.17,0.03,0.06,0.69
E00000705,0.05,0.12,0.03,0.05,0.76
E00000706,0.03,0.12,0.02,0.11,0.73
E00000707,0.07,0.11,0.02,0.09,0.69
E00000708,0.05,0.21,0.04,0.04,0.65
E00000709,0.07,0.18,0.21,0.08,0.46
E00000710,0.04,0.26,0.12,0.18,0.39
E00000711,0.03,0.26,0.07,0.06,0.58
E00000712,0.06,0.14,0.06,0.13,0.6
E00000713,0.05,0.1,0.08,0.08,0.71
E00000714,0.04,0.24,0.19,0.1,0.44
E00000715,0.07,0.24,0.05,0.06,0.58
E00000716,0.05,0.16,0.07,0.11,0.6
E00000717,0.08,0.13,0.32,0.13,0.34
E00000718,0.06,0.17,0.05,0.06,0.66
E00000719,0.06,0.11,0.13,0.13,0.56
E00000720,0.08,0.16,0.05,0.06,0.66
E00000721,0.05,0.15,0.11,0.08,0.62
E00000722,0.04,0.13,0.03,0.08,0.73
E00000723,0.06,0.27,0.19,0.04,0.45
E00000724,0.04,0.4,0.1,0.05,0.42
E00000725,0.03,0.39,0.1,0.05,0.42
E00000726,0.06,0.51,0.02,0.04,0.37
E00000727,0.03,0.44,0.08,0.04,0.41
E00000728,0.03,0.55,0.04,0.03,0.35
E00000729,0.05,0.34,0.04,0.02,0.54
E00000730,0.05,0.45,0.07,0.05,0.38
E00000731,0.04,0.44,0.08,0.04,0.4
E00000732,0.02,0.46,0.06,0.06,0.4
E00000733,0.05,0.34,0.12,0.06,0.44
E00000734,0.06,0.4,0.14,0.03,0.37
E00000736,0.07,0.18,0.28,0.08,0.39
E00000737,0.07,0.12,0.35,0.13,0.34
E00000738,0.07,0.17,0.25,0.02,0.49
E00000739,0.06,0.18,0.24,0.08,0.45
E00000740,0.1,0.12,0.21,0.05,0.51
E00000742,0.1,0.07,0.4,0.04,0.39
E00000743,0.07,0.15,0.27,0.05,0.46
E00000744,0.1,0.12,0.35,0.03,0.39
E00000745,0.09,0.11,0.43,0.06,0.32
E00000746,0.13,0.15,0.34,0.08,0.3
E00000747,0.17,0.12,0.38,0.05,0.28
E00000748,0.05,0.25,0.28,0.07,0.34
E00000749,0.12,0.1,0.39,0.1,0.29
E00000750,0.05,0.15,0.37,0.13,0.3
E00000751,0.03,0.15,0.25,0.14,0.43
E00000752,0.05,0.33,0.23,0.06,0.33
E00000754,0.07,0.15,0.33,0.04,0.41
E00000755,0.03,0.31,0.12,0.05,0.49
E00000756,0.07,0.28,0.14,0.03,0.49
E00000757,0.04,0.37,0.12,0.04,0.43
E00000758,0.05,0.33,0.12,0.0,0.49
E00000760,0.06,0.34,0.18,0.05,0.38
E00000761,0.01,0.36,0.15,0.01,0.46
E00000762,0.07,0.35,0.08,0.06,0.45
E00000763,0.06,0.31,0.16,0.03,0.44
E00000764,0.05,0.37,0.11,0.05,0.42
E00000765,0.05,0.3,0.16,0.07,0.41
E00000766,0.05,0.31,0.21,0.08,0.35
E00000767,0.06,0.35,0.14,0.03,0.42
E00000768,0.04,0.33,0.14,0.08,0.41
E00000769,0.06,0.24,0.07,0.06,0.57
E00000770,0.09,0.28,0.07,0.05,0.5
E00000771,0.06,0.17,0.09,0.01,0.66
E00000772,0.1,0.26,0.04,0.07,0.53
E00000773,0.12,0.14,0.14,0.04,0.57
E00000774,0.07,0.07,0.21,0.04,0.63
E00000775,0.05,0.06,0.05,0.06,0.78
E00000776,0.08,0.18,0.08,0.06,0.61
E00000777,0.03,0.1,0.06,0.04,0.77
E00000778,0.08,0.21,0.1,0.06,0.55
E00000779,0.03,0.12,0.1,0.03,0.71
E00000780,0.06,0.14,0.07,0.03,0.7
E00000781,0.07,0.15,0.11,0.03,0.64
E00000782,0.07,0.33,0.06,0.03,0.51
E00000783,0.05,0.11,0.09,0.03,0.71
E00000785,0.04,0.24,0.06,0.03,0.63
E00000786,0.08,0.29,0.08,0.05,0.5
E00000787,0.04,0.24,0.06,0.07,0.59
E00000788,0.05,0.21,0.08,0.1,0.56
E00000789,0.09,0.19,0.16,0.04,0.53
E00000790,0.04,0.18,0.09,0.05,0.64
E00000791,0.07,0.19,0.08,0.1,0.56
E00000792,0.08,0.04,0.11,0.03,0.73
E00000793,0.08,0.07,0.06,0.04,0.75
E00000794,0.07,0.17,0.11,0.04,0.61
E00000795,0.12,0.1,0.12,0.04,0.62
E00000796,0.08,0.16,0.16,0.05,0.55
E00000797,0.08,0.08,0.09,0.03,0.73
E00000798,0.04,0.1,0.04,0.04,0.77
E00000799,0.07,0.05,0.11,0.03,0.73
E00000800,0.04,0.11,0.07,0.03,0.74
E00000801,0.08,0.07,0.08,0.02,0.75
E00000802,0.08,0.06,0.09,0.06,0.71
E00000803,0.05,0.07,0.04,0.05,0.78
E00000804,0.08,0.08,0.05,0.03,0.76
E00000805,0.05,0.1,0.03,0.07,0.76
E00000806,0.06,0.19,0.09,0.02,0.65
E00000807,0.06,0.14,0.18,0.09,0.54
E00000808,0.08,0.21,0.07,0.04,0.61
E00000809,0.05,0.12,0.13,0.06,0.64
E00000810,0.07,0.22,0.11,0.04,0.56
E00000811,0.03,0.08,0.02,0.0,0.87
E00000812,0.03,0.1,0.03,0.0,0.85
E00000813,0.07,0.18,0.13,0.02,0.6
E00000814,0.02,0.12,0.09,0.02,0.75
E00000815,0.05,0.22,0.1,0.01,0.62
E00000816,0.07,0.16,0.06,0.04,0.68
E00000817,0.04,0.18,0.05,0.03,0.7
E00000818,0.04,0.24,0.14,0.03,0.55
E00000819,0.07,0.07,0.03,0.04,0.79
E00000820,0.02,0.15,0.02,0.02,0.79
E00000821,0.04,0.07,0.08,0.03,0.78
E00000822,0.05,0.04,0.07,0.0,0.83
E00000823,0.08,0.07,0.04,0.0,0.81
E00000824,0.04,0.11,0.11,0.05,0.69
E00000825,0.06,0.05,0.09,0.03,0.78
E00000826,0.08,0.08,0.06,0.04,0.75
E00000827,0.05,0.11,0.07,0.03,0.74
E00000828,0.04,0.06,0.02,0.0,0.88
E00000829,0.03,0.08,0.02,0.03,0.84
E00000830,0.05,0.13,0.07,0.06,0.69
E00000831,0.04,0.08,0.01,0.02,0.85
E00000832,0.05,0.1,0.04,0.03,0.78
E00000833,0.03,0.09,0.08,0.02,0.78
E00000834,0.02,0.18,0.02,0.05,0.74
E00000835,0.04,0.2,0.0,0.02,0.75
E00000836,0.02,0.11,0.03,0.03,0.81
E00000837,0.05,0.08,0.06,0.02,0.8
E00000838,0.06,0.15,0.11,0.01,0.67
E00000839,0.06,0.19,0.01,0.06,0.69
E00000840,0.06,0.07,0.11,0.04,0.72
E00000841,0.06,0.09,0.04,0.02,0.79
E00000842,0.06,0.09,0.03,0.01,0.81
E00000843,0.09,0.11,0.07,0.03,0.7
E00000844,0.0,0.12,0.01,0.02,0.84
E00000845,0.05,0.09,0.02,0.04,0.81
E00000846,0.07,0.13,0.17,0.01,0.63
E00000847,0.04,0.12,0.03,0.01,0.8
E00000848,0.03,0.16,0.03,0.04,0.74
E00000849,0.07,0.14,0.08,0.04,0.68
E00000850,0.04,0.06,0.02,0.03,0.85
E00000851,0.06,0.13,0.12,0.08,0.61
E00000852,0.07,0.06,0.03,0.01,0.83
E00000853,0.05,0.22,0.15,0.01,0.56
E00000854,0.04,0.14,0.04,0.04,0.74
E00000855,0.07,0.08,0.04,0.03,0.79
E00000856,0.06,0.1,0.01,0.04,0.8
E00000857,0.05,0.03,0.05,0.03,0.85
E00000858,0.08,0.09,0.02,0.01,0.82
E00000859,0.05,0.14,0.06,0.05,0.71
E00000860,0.02,0.07,0.05,0.01,0.85
E00000861,0.1,0.08,0.01,0.02,0.79
E00000862,0.05,0.06,0.03,0.01,0.84
E00000863,0.04,0.15,0.05,0.02,0.75
E00000864,0.04,0.14,0.06,0.02,0.75
E00000865,0.01,0.07,0.09,0.01,0.82
E00000866,0.04,0.14,0.01,0.02,0.77
E00000867,0.08,0.06,0.07,0.06,0.72
E00000868,0.04,0.08,0.04,0.04,0.81
E00000869,0.07,0.1,0.06,0.02,0.75
E00000870,0.04,0.05,0.04,0.04,0.84
E00000871,0.03,0.11,0.05,0.03,0.8
E00000872,0.08,0.08,0.28,0.03,0.52
E00000873,0.07,0.13,0.01,0.07,0.71
E00000874,0.1,0.14,0.02,0.03,0.71
E00000875,0.04,0.08,0.02,0.06,0.82
E00000876,0.04,0.19,0.02,0.02,0.72
E00000877,0.07,0.05,0.02,0.01,0.86
E00000878,0.06,0.12,0.04,0.04,0.74
E00000879,0.05,0.14,0.28,0.01,0.52
E00000880,0.05,0.27,0.16,0.02,0.5
E00000881,0.06,0.18,0.19,0.08,0.49
E00000882,0.05,0.18,0.18,0.06,0.53
E00000883,0.08,0.06,0.03,0.02,0.81
E00000884,0.09,0.1,0.06,0.03,0.71
E00000885,0.05,0.23,0.33,0.06,0.33
E00000886,0.06,0.12,0.06,0.02,0.74
E00000887,0.08,0.21,0.12,0.07,0.53
E00000888,0.05,0.2,0.08,0.0,0.68
E00000889,0.06,0.2,0.17,0.04,0.52
E00000890,0.06,0.11,0.04,0.01,0.77
E00000891,0.06,0.18,0.08,0.05,0.64
E00000892,0.07,0.1,0.05,0.03,0.75
E00000893,0.04,0.1,0.04,0.03,0.79
E00000894,0.07,0.19,0.09,0.02,0.63
E00000895,0.02,0.13,0.02,0.03,0.81
E00000896,0.06,0.08,0.19,0.06,0.61
E00000897,0.13,0.13,0.16,0.05,0.54
E00000898,0.04,0.06,0.01,0.01,0.87
E00000899,0.05,0.08,0.04,0.01,0.82
E00000900,0.06,0.08,0.01,0.0,0.85
E00000901,0.04,0.1,0.04,0.02,0.8
E00000902,0.08,0.13,0.15,0.05,0.59
E00000903,0.05,0.06,0.03,0.0,0.85
E00000904,0.1,0.12,0.08,0.03,0.67
E00000905,0.06,0.12,0.02,0.03,0.77
E00000906,0.06,0.05,0.01,0.0,0.87
E00000907,0.04,0.08,0.02,0.02,0.84
E00000908,0.03,0.12,0.08,0.06,0.73
E00000909,0.05,0.05,0.01,0.03,0.86
E00000910,0.05,0.05,0.02,0.04,0.84
E00000911,0.07,0.11,0.04,0.06,0.72
E00000912,0.08,0.13,0.08,0.07,0.65
E00000913,0.05,0.08,0.01,0.07,0.79
E00000914,0.06,0.09,0.02,0.01,0.81
E00000915,0.04,0.07,0.01,0.04,0.85
E00000916,0.04,0.09,0.01,0.01,0.84
E00000917,0.04,0.1,0.04,0.0,0.82
E00000918,0.04,0.14,0.01,0.05,0.75
E00000919,0.07,0.05,0.01,0.02,0.86
E00000920,0.04,0.15,0.04,0.04,0.74
E00000921,0.02,0.21,0.12,0.08,0.58
E00000922,0.02,0.33,0.01,0.02,0.63
E00000923,0.04,0.17,0.09,0.05,0.66
E00000924,0.02,0.16,0.15,0.03,0.64
E00000925,0.04,0.26,0.02,0.03,0.65
E00000926,0.02,0.25,0.02,0.02,0.7
E00000927,0.04,0.17,0.1,0.06,0.64
E00000928,0.0,0.24,0.01,0.01,0.73
E00000929,0.03,0.25,0.02,0.02,0.67
E00000930,0.0,0.25,0.0,0.01,0.72
E00000931,0.01,0.15,0.01,0.02,0.81
E00000932,0.03,0.13,0.04,0.02,0.78
E00000933,0.05,0.23,0.22,0.07,0.44
E00000934,0.01,0.17,0.04,0.06,0.72
E00000935,0.01,0.27,0.03,0.04,0.65
E00000936,0.01,0.27,0.02,0.02,0.69
E00000937,0.1,0.14,0.32,0.07,0.38
E00000938,0.02,0.19,0.07,0.03,0.68
E00000939,0.02,0.27,0.02,0.04,0.63
E00000940,0.03,0.28,0.04,0.04,0.61
E00000941,0.02,0.18,0.02,0.09,0.68
E00000942,0.1,0.2,0.2,0.05,0.46
E00000943,0.09,0.26,0.18,0.04,0.43
E00000944,0.07,0.15,0.09,0.07,0.63
E00000945,0.03,0.18,0.06,0.02,0.71
E00000946,0.12,0.19,0.28,0.04,0.37
E00000947,0.03,0.23,0.05,0.04,0.66
E00000948,0.01,0.14,0.02,0.01,0.82
E00000949,0.0,0.16,0.08,0.11,0.65
E00000950,0.02,0.18,0.04,0.02,0.74
E00000951,0.01,0.2,0.08,0.07,0.64
E00000952,0.01,0.28,0.06,0.05,0.61
E00000953,0.07,0.3,0.1,0.07,0.45
E00000954,0.02,0.17,0.05,0.01,0.74
E00000955,0.05,0.18,0.08,0.06,0.63
E00000956,0.03,0.31,0.05,0.06,0.55
E00000957,0.04,0.29,0.1,0.04,0.53
E00000958,0.05,0.28,0.16,0.06,0.44
E00000959,0.04,0.35,0.1,0.09,0.43
E00000960,0.04,0.38,0.08,0.03,0.47
E00000961,0.06,0.13,0.22,0.06,0.53
E00000962,0.05,0.16,0.09,0.05,0.66
E00000963,0.08,0.17,0.27,0.05,0.43
E00000964,0.06,0.17,0.24,0.05,0.48
E00000965,0.06,0.12,0.15,0.07,0.59
E00000966,0.03,0.2,0.06,0.1,0.61
E00000967,0.05,0.23,0.11,0.04,0.56
E00000968,0.05,0.23,0.04,0.05,0.64
E00000969,0.01,0.09,0.03,0.06,0.81
E00000970,0.04,0.17,0.05,0.04,0.7
E00000971,0.05,0.23,0.01,0.1,0.61
E00000972,0.06,0.2,0.03,0.07,0.65
E00000973,0.07,0.19,0.02,0.04,0.68
E00000974,0.06,0.17,0.05,0.03,0.68
E00000975,0.03,0.14,0.03,0.07,0.72
E00000976,0.05,0.36,0.16,0.03,0.39
E00000977,0.05,0.2,0.06,0.05,0.64
E00000978,0.07,0.13,0.03,0.04,0.74
E00000979,0.02,0.12,0.07,0.05,0.75
E00000980,0.07,0.11,0.09,0.09,0.62
E00000981,0.04,0.22,0.07,0.06,0.61
E00000982,0.04,0.16,0.02,0.09,0.7
E00000983,0.06,0.19,0.05,0.13,0.58
E00000984,0.07,0.15,0.02,0.05,0.72
E00000985,0.02,0.13,0.01,0.08,0.75
E00000986,0.02,0.23,0.06,0.04,0.65
E00000987,0.03,0.21,0.03,0.08,0.66
E00000988,0.04,0.12,0.03,0.06,0.75
E00000989,0.03,0.28,0.09,0.01,0.59
E00000990,0.03,0.12,0.03,0.06,0.76
E00000991,0.03,0.16,0.03,0.05,0.73
E00000992,0.05,0.26,0.07,0.01,0.59
E00000993,0.02,0.16,0.02,0.04,0.77
E00000994,0.04,0.19,0.04,0.04,0.68
E00000995,0.08,0.21,0.09,0.03,0.59
E00000996,0.05,0.22,0.04,0.06,0.64
E00000997,0.04,0.21,0.09,0.12,0.55
E00000998,0.02,0.07,0.04,0.09,0.77
E00000999,0.03,0.22,0.05,0.06,0.65
E00001000,0.02,0.17,0.05,0.09,0.67
E00001001,0.03,0.12,0.08,0.07,0.71
E00001002,0.04,0.1,0.01,0.09,0.76
E00001003,0.03,0.13,0.05,0.07,0.73
E00001004,0.03,0.22,0.02,0.05,0.68
E00001005,0.07,0.21,0.03,0.06,0.62
E00001006,0.03,0.18,0.11,0.07,0.6
E00001007,0.06,0.2,0.02,0.03,0.69
E00001008,0.04,0.12,0.05,0.08,0.71
E00001009,0.06,0.15,0.06,0.1,0.63
E00001010,0.04,0.16,0.05,0.04,0.69
E00001011,0.04,0.06,0.03,0.09,0.77
E00001012,0.03,0.08,0.05,0.04,0.79
E00001013,0.05,0.17,0.01,0.06,0.72
E00001014,0.03,0.1,0.03,0.04,0.78
E00001015,0.02,0.11,0.03,0.06,0.79
E00001016,0.04,0.23,0.03,0.1,0.6
E00001017,0.03,0.2,0.01,0.04,0.72
E00001018,0.04,0.13,0.06,0.08,0.7
E00001019,0.02,0.08,0.04,0.05,0.81
E00001020,0.05,0.15,0.07,0.1,0.63
E00001021,0.05,0.23,0.17,0.05,0.49
E00001022,0.06,0.15,0.02,0.04,0.73
E00001023,0.04,0.05,0.02,0.02,0.86
E00001024,0.04,0.07,0.02,0.04,0.84
E00001025,0.01,0.09,0.0,0.05,0.86
E00001026,0.04,0.1,0.07,0.07,0.71
E00001027,0.04,0.15,0.03,0.06,0.71
E00001028,0.02,0.18,0.02,0.08,0.69
E00001029,0.06,0.07,0.02,0.03,0.81
E00001030,0.03,0.08,0.02,0.05,0.81
E00001031,0.03,0.07,0.01,0.03,0.86
E00001032,0.04,0.03,0.03,0.04,0.86
E00001033,0.11,0.11,0.05,0.06,0.68
E00001034,0.1,0.16,0.07,0.06,0.61
E00001035,0.03,0.11,0.03,0.1,0.74
E00001036,0.04,0.01,0.03,0.07,0.85
E00001037,0.03,0.12,0.01,0.05,0.78
E00001038,0.02,0.1,0.03,0.07,0.77
E00001039,0.04,0.11,0.04,0.1,0.7
E00001040,0.03,0.04,0.0,0.06,0.87
E00001041,0.04,0.06,0.03,0.0,0.88
E00001042,0.03,0.03,0.0,0.02,0.92
E00001043,0.01,0.06,0.0,0.04,0.89
E00001044,0.02,0.03,0.0,0.02,0.93
E00001045,0.03,0.02,0.0,0.01,0.94
E00001046,0.02,0.08,0.01,0.05,0.84
E00001047,0.01,0.04,0.01,0.03,0.91
E00001048,0.05,0.19,0.04,0.05,0.68
E00001049,0.03,0.03,0.01,0.04,0.89
E00001050,0.07,0.13,0.02,0.04,0.74
E00001051,0.03,0.02,0.03,0.01,0.91
E00001052,0.02,0.06,0.0,0.01,0.91
E00001053,0.02,0.04,0.01,0.01,0.92
E00001054,0.02,0.02,0.02,0.01,0.93
E00001055,0.02,0.13,0.04,0.02,0.78
E00001056,0.06,0.22,0.04,0.06,0.63
E00001057,0.03,0.15,0.03,0.07,0.72
E00001058,0.01,0.11,0.01,0.05,0.82
E00001059,0.04,0.14,0.01,0.02,0.79
E00001060,0.05,0.17,0.05,0.05,0.69
E00001061,0.08,0.18,0.2,0.07,0.47
E00001062,0.05,0.12,0.03,0.05,0.74
E00001063,0.01,0.16,0.04,0.08,0.71
E00001064,0.08,0.17,0.01,0.07,0.68
E00001065,0.02,0.05,0.07,0.13,0.73
E00001066,0.03,0.18,0.04,0.12,0.63
E00001067,0.03,0.15,0.01,0.11,0.7
E00001068,0.02,0.07,0.05,0.12,0.74
E00001069,0.02,0.08,0.01,0.1,0.78
E00001070,0.01,0.15,0.01,0.08,0.74
E00001071,0.04,0.19,0.02,0.06,0.68
E00001072,0.03,0.15,0.01,0.04,0.78
E00001073,0.03,0.1,0.03,0.07,0.78
E00001074,0.05,0.17,0.03,0.07,0.69
E00001075,0.03,0.23,0.05,0.1,0.6
E00001076,0.09,0.15,0.24,0.04,0.47
E00001077,0.04,0.18,0.05,0.06,0.67
E00001078,0.06,0.28,0.21,0.07,0.37
E00001079,0.05,0.19,0.23,0.09,0.43
E00001080,0.07,0.14,0.19,0.06,0.55
E00001081,0.08,0.18,0.1,0.14,0.49
E00001082,0.03,0.24,0.11,0.19,0.42
E00001083,0.05,0.12,0.11,0.09,0.63
E00001084,0.05,0.16,0.13,0.06,0.6
E00001085,0.04,0.28,0.08,0.15,0.45
E00001086,0.04,0.26,0.15,0.12,0.42
E00001087,0.05,0.24,0.13,0.14,0.44
E00001088,0.11,0.16,0.22,0.07,0.44
E00001089,0.07,0.2,0.12,0.17,0.43
E00001090,0.04,0.25,0.11,0.1,0.49
E00001091,0.09,0.19,0.1,0.1,0.53
E00001092,0.03,0.09,0.02,0.06,0.81
E00001093,0.02,0.12,0.02,0.12,0.72
E00001094,0.01,0.04,0.01,0.13,0.8
E00001095,0.03,0.13,0.05,0.05,0.74
E00001096,0.05,0.06,0.03,0.0,0.86
E00001097,0.03,0.08,0.01,0.08,0.8
E00001098,0.03,0.11,0.05,0.05,0.76
E00001099,0.02,0.03,0.04,0.08,0.82
E00001100,0.01,0.1,0.05,0.07,0.77
E00001101,0.04,0.12,0.04,0.06,0.74
E00001102,0.03,0.17,0.05,0.09,0.66
E00001103,0.0,0.06,0.02,0.05,0.87
E00001104,0.02,0.17,0.08,0.04,0.7
E00001105,0.06,0.24,0.01,0.06,0.63
E00001106,0.03,0.11,0.03,0.1,0.73
E00001107,0.07,0.25,0.12,0.04,0.51
E00001108,0.03,0.18,0.06,0.07,0.67
E00001109,0.06,0.07,0.22,0.06,0.58
E00001110,0.07,0.29,0.08,0.03,0.52
E00001111,0.07,0.17,0.21,0.05,0.5
E00001112,0.07,0.24,0.18,0.04,0.48
E00001113,0.05,0.23,0.19,0.05,0.48
E00001114,0.04,0.15,0.06,0.04,0.7
E00001115,0.06,0.14,0.24,0.04,0.53
E00001116,0.08,0.21,0.11,0.04,0.56
E00001117,0.03,0.16,0.03,0.1,0.68
E00001118,0.04,0.32,0.09,0.01,0.54
E00001119,0.02,0.17,0.2,0.04,0.57
E00001120,0.03,0.21,0.05,0.02,0.69
E00001121,0.05,0.13,0.14,0.04,0.63
E00001122,0.03,0.23,0.06,0.02,0.66
E00001123,0.04,0.22,0.18,0.03,0.54
E00001124,0.03,0.2,0.03,0.04,0.7
E00001125,0.02,0.23,0.05,0.02,0.67
E00001126,0.07,0.16,0.14,0.03,0.61
E00001127,0.06,0.21,0.1,0.04,0.6
E00001128,0.04,0.29,0.22,0.03,0.42
E00001129,0.06,0.16,0.18,0.04,0.56
E00001130,0.05,0.31,0.14,0.05,0.45
E00001131,0.05,0.32,0.12,0.09,0.42
E00001132,0.03,0.25,0.07,0.02,0.64
E00001133,0.05,0.2,0.14,0.03,0.58
E00001134,0.02,0.21,0.03,0.04,0.71
E00001135,0.04,0.14,0.04,0.04,0.73
E00001136,0.04,0.28,0.07,0.04,0.58
E00001137,0.06,0.23,0.08,0.02,0.6
E00001138,0.05,0.22,0.13,0.02,0.58
E00001139,0.03,0.28,0.09,0.02,0.57
E00001140,0.02,0.24,0.09,0.05,0.6
E00001141,0.06,0.21,0.14,0.01,0.58
E00001142,0.01,0.19,0.12,0.05,0.64
E00001143,0.04,0.19,0.11,0.05,0.61
E00001144,0.07,0.14,0.17,0.04,0.58
E00001145,0.06,0.21,0.03,0.04,0.67
